id,rulepack,rule_src,type_id,name,description,tags,kc,classification,threat_def,mitre_attackids,query,distinguishers,deleted,hidden,rf_rule,enabled,alert,revisions,risk,create_date,update_date,disabled_reason,tuned,tuningSearch,tuningEventsThreshold,tuningSecondsThreshold,customer_id,weblink,mitre_tactics,severity,confidence,count,extra_f1,extra_f2,threatvector,os,eventids,threattype,ruletype,Categorization,Metadata_update,Rule Count before,Rule Count after,Tags,RA - investigate,RA - contain,RA - remediate,Comments
1.1.2512,Vendor - Trellix,internal,03e1099a-38d8-403f-b10d-0187521a7836,TRELLIX ENDPOINT HX [<%= iocnames %>],This rule looks for Registry Key IOC detection events generated by Trellix Endpoint Security (HX).,"Trellix,endpoint,helixhxrule,HX,ioc,registry,regkey,md-none",Installation,Suspicious,Evil,NA,class=fireeye_hx_alert eventlog=ioc eventtype=regkeyevent NOT srcipv4:$exclusions.global.srcipv4,"agentid,iocnames",FALSE,FALSE,FALSE,TRUE,ON,3,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.2512,NA,Medium,High,0,NA,NA,Endpoint,NA,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.2,2.3.3,
1.1.2513,Vendor - Trellix,internal,03e1099a-38d8-403f-b10d-0187521a7836,TRELLIX ENDPOINT HX [<%= iocnames %>],This rule looks for Image Load IOC detection events generated by Trellix Endpoint Security (HX).,"Trellix,endpoint,Trellix endpoint,helixhxrule,HX,ioc,dll,imageload,md-none",Installation,Suspicious,Evil,NA,class=fireeye_hx_alert eventlog=ioc eventtype=imageloadevent NOT srcipv4:$exclusions.global.srcipv4,"agentid,iocnames",FALSE,FALSE,FALSE,TRUE,ON,3,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.2513,NA,Medium,High,0,NA,NA,Endpoint,NA,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.2,2.3.3,
1.1.2575,Vendor - Trellix,internal,03e1099a-38d8-403f-b10d-0187521a7836,TRELLIX ENDPOINT HX [<%= iocnames %>],This rule looks for Address Notification IOC detection events generated by Trellix Endpoint Security (HX).,"Trellix,Endpoint,HX,helixhxrule,ioc,address notification,md-none",Installation,Suspicious,Evil,NA,class=fireeye_hx_alert eventlog=ioc eventtype=addressnotificationevent NOT srcipv4:$exclusions.global.srcipv4,"agentid,iocnames",FALSE,FALSE,FALSE,TRUE,ON,2,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.2575,NA,Medium,High,0,NA,NA,Endpoint,NA,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.2,2.3.3,
1.1.2615,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Malware Prevented: <%= virus %>],Trellix HX Endpoint Security detected and quarantined malware on this system using the AV engine.,"Trellix,HX,Trellix endpoint,helixhxrule,malware,av,md-info",Installation,Suspicious,Evil,NA,class=fireeye_hx_alert eventlog=mal result=quarantined NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,3,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.2615,NA,Medium,Medium,0,NA,NA,Endpoint,NA,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.4,2.2.3,2.3.1,
1.1.2639,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Malware Cleaned: <%= virus %>],Trellix HX Security detected and cleaned malware on this system using the AV engine.,"Trellix,Trellix Endpoint,HX,helixhxrule,malware,av,md-info",Installation,Suspicious,Evil,NA,class=fireeye_hx_alert eventlog=mal result=cleaned NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.2639,NA,Medium,Medium,0,NA,NA,Endpoint,NA,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.4,2.2.3,2.3.1,
1.1.2400,Vendor - Trellix,internal,cdbda3c4-c69d-4ca8-9274-8de56dfcb1d8,TRELLIX ENDPOINT HX [Exploit Detected: <%= process %>],Trellix HX Endpoint Security - Exploit Guard detected an exploit on this system. This activity was not blocked.,"Trellix,HX,helixhxrule,malware,exd,exploit,md-none",Installation,Suspicious,Evil,NA,class=fireeye_hx_alert eventlog=exd result=alert NOT srcipv4:$exclusions.global.srcipv4,"agentid,process",FALSE,FALSE,FALSE,TRUE,ON,5,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.2400,NA,High,Medium,0,NA,NA,Endpoint,NA,NA,Exploit,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.1,2.2.3,2.3.1,
1.1.2656,Vendor - Trellix,internal,cdbda3c4-c69d-4ca8-9274-8de56dfcb1d8,TRELLIX ENDPOINT HX [Exploit Prevented: <%= process %>],Trellix HX Endpoint Security - Exploit Guard blocked an exploit on this system.,"Trellix,Endpoint,HX,helixhxrule,malware,exd,exploit,md-none",Installation,Suspicious,Evil,NA,class=fireeye_hx_alert eventlog=exd result=block NOT srcipv4:$exclusions.global.srcipv4,"agentid,process",FALSE,FALSE,FALSE,TRUE,ON,4,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.2656,NA,Medium,Medium,0,NA,NA,Endpoint,NA,NA,Exploit,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.4,2.2.3,2.3.1,
1.1.3620,Vendor - Trellix,internal,56014115-9ce4-4be3-9db3-687266a25adc,TRELLIX ENDPOINT HX [Process Treacker <%= name %>],This rule looks for Process Tracker module events generated by Trellix Endpoint Security (HX).,"Trellix,HX,process tracker,helixhxrule,md-info",Installation,Suspicious,Methodology,NA,class=fireeye_hx_alert eventlog=process_tracker NOT srcipv4:$exclusions.global.srcipv4,"agentid,name",FALSE,FALSE,FALSE,TRUE,ON,4,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3620,NA,Medium,High,0,NA,NA,Endpoint,NA,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.4,2.3.2,
1.1.3621,Vendor - Trellix,internal,479fb213-fd4b-4bed-9607-487fa90f2aa2,TRELLIX ENDPOINT HX [<%= name %>],This rule looks for Logon Tracker module events generated by Trellix Endpoint Security (HX).,"Trellix,HX,logon tracker,helixhxrule,Defense Evasion,Initial Access,Persistence,Privilege Escalation,Valid Accounts,T1078,md-info",Exploitation,Suspicious,Methodology,T1078,class=fireeye_hx_alert eventlog=ltalert NOT srcipv4:$exclusions.global.srcipv4,"agentid,name",FALSE,FALSE,FALSE,TRUE,ON,4,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3621,"Defense Evasion,Initial Access,Persistence,Privilege Escalation",Medium,High,0,NA,NA,Endpoint,NA,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.3,2.3.1,
1.1.3694,Vendor - Trellix,internal,56b416a3-2457-4d6c-a476-be1481484091,TRELLIX ENDPOINT HX [AMSI - <%= name %>],This rule looks for AMSI module events generated by Trellix Endpoint Security (HX).,"Trellix,HX,Trellix Endpoint,amsi,helixhxrule,md-info",Exploitation,Suspicious,Methodology,NA,class=fireeye_hx_alert eventlog=amsi NOT srcipv4:$exclusions.global.srcipv4,"agentid,name",FALSE,FALSE,FALSE,TRUE,OFF,5,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3694,NA,Medium,High,0,NA,NA,Endpoint,NA,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.4,2.2.3,2.3.3,
1.1.3695,Vendor - Trellix,internal,ef73bdfe-a93b-49d9-99ec-343e0a8a1157,TRELLIX ENDPOINT HX [<%= name %>],This rule looks for ProcGuard module events generated by Trellix Endpoint Security (HX).,"Trellix,HX,Trellix Endpoint,procguard,helixhxrule,md-info",Exploitation,Suspicious,Methodology,NA,class=fireeye_hx_alert eventlog=procguard NOT srcipv4:$exclusions.global.srcipv4,"agentid,name",FALSE,FALSE,FALSE,TRUE,OFF,4,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3695,NA,Medium,High,0,NA,NA,Endpoint,NA,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.4,2.3.2,
1.1.3696,Vendor - Trellix,internal,21514064-45af-4912-a2ee-022f5bb511b7,TRELLIX ENDPOINT HX [<%= name %>],This rule looks for UAC Protect module events generated by Trellix Endpoint Security (HX).,"Trellix,HX,Trellix Endpoint,uac protect,helixhxrule,md-info",Exploitation,Suspicious,Methodology,NA,class=fireeye_hx_alert eventlog=uacprotect NOT srcipv4:$exclusions.global.srcipv4,"agentid,name",FALSE,FALSE,FALSE,TRUE,OFF,4,Medium,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3696,NA,Medium,High,0,NA,NA,Endpoint,Windows,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.6,2.3.1,
1.1.3712,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Possible Mimikatz Activity],"Mimikatz is a credential dumper capable of obtaining plaintext Windows account logins and passwords. This is associated with mitre att&ck techniques(s): T1003, T1555, T1552, T1550.002, T1547.005","Trellix,Trellix Endpoint,HX,helixhxrule,malware,av,mimkatz,Credential Access,OS Credential Dumping,T1003,Credentials from Password Stores,T1555,Unsecured Credentials,T1552,Defense Evasion,Lateral Movement,Use Alternate Authentication Material,T1550,Pass the Hash,T1550.002,Persistence,Privilege Escalation,Boot or Logon Autostart Execution,T1547,Security Support Provider,T1547.005,md-info",Installation,Suspicious,Evil,"T1003,T1555,T1552,T1550,T1550.002,T1547,T1547.005",class=fireeye_hx_alert eventlog=mal virus:/mimikatz/ NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3712,"Credential Access,Defense Evasion,Lateral Movement,Persistence,Privilege Escalation",High,Medium,0,NA,NA,Endpoint,Windows,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.3,2.3.1,
1.1.3713,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Possible Cobalt Strike Activity],"Cobalt Strike is a commercial, full-featured, remote access tool that bills itself as ""adversary simulation software designed to execute targeted attacks and emulate the post-exploitation actions of advanced threat actors."" This is associated with mitre att&ck techniques(s): T1059.001, T1071.001, T1071.004, T1140","Trellix,HX,Trellix Endpoint,helixhxrule,malware,av,cobalt strike,Command and Control,Application Layer Protocol,T1071,Web Protocols,T1071.001,DNS,T1071.004,Defense Evasion,Deobfuscate/Decode Files or Information,T1140,Execution,Command and Scripting Interpreter,T1059,PowerShell,T1059.001,md-info",Installation,Suspicious,Evil,"T1071,T1071.001,T1071.004,T1140,T1059,T1059.001",class=fireeye_hx_alert eventlog=mal virus:/cobalt/ NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3713,"Command and Control,Defense Evasion,Execution",High,Medium,0,NA,NA,Endpoint,NA,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.3,2.3.3,
1.1.3714,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Possible Webshell Activity],"P.A.S. Webshell is a publicly available multifunctional PHP webshell in use since at least 2016 that provides remote access and execution on target web servers. This is associated with mitre att&ck techniques(s): T1087, T1140, T1005, T1059, T1083, T1105","Trellix,Trellix Endpoint,HX,helixhxrule,malware,av,webshell,Collection,Data from Local System,T1005,Command and Control,Ingress Tool Transfer,T1105,Defense Evasion,Deobfuscate/Decode Files or Information,T1140,Discovery,Account Discovery,T1087,File and Directory Discovery,T1083,Execution,Command and Scripting Interpreter,T1059,md-info",Installation,Suspicious,Evil,"T1005,T1105,T1140,T1087,T1083,T1059",class=fireeye_hx_alert eventlog=mal virus:/webshell/ NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3714,"Collection,Command and Control,Defense Evasion,Discovery,Execution",High,Medium,0,NA,NA,Endpoint,NA,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,"2.1.4, 2.1.5",2.2.3,2.3.1,
1.1.3715,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Possible PSImage Activity],Invoke-PSImage takes a PowerShell script and embeds the bytes of the script into the pixels of a PNG image. This is associated with mitre att&ck techniques(s): T1027,"Trellix,Trellix Endpoint,HX,helixhxrule,malware,av,psimage,Defense Evasion,Obfuscated Files or Information,T1027,md-info",Installation,Suspicious,Evil,T1027,class=fireeye_hx_alert eventlog=mal virus:/psimage/ NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3715,Defense Evasion,High,Medium,0,NA,NA,Endpoint,Windows,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.4,2.3.3,
1.1.3716,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Possible Impacket Activity],"Impacket is an open source collection of modules written in Python for programmatically constructing and manipulating network protocols. This is associated with mitre att&ck techniques(s): T1047, T1557.001, T1040, T1003","Trellix,Trellix Endpoint,HX,helixhxrule,malware,av,impacket,Collection,Credential Access,Adversary-in-the-Middle,T1557,LLMNR/NBT-NS Poisoning and SMB Relay,T1557.001,OS Credential Dumping,T1003,Discovery,Network Sniffing,T1040,Execution,Windows Management Instrumentation,T1047,md-info",Installation,Suspicious,Evil,"T1557,T1557.001,T1003,T1040,T1047",class=fireeye_hx_alert eventlog=mal virus:/impacket/ NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3716,"Collection,Credential Access,Discovery,Execution",High,Medium,0,NA,NA,Endpoint,NA,NA,Methodology,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.3,2.3.3,
1.1.3717,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Possible Koadic Activity],"Koadic is a Windows post-exploitation framework and penetration testing tool. This is associated with mitre att&ck techniques(s): T1064, T1175, T1218, T1059.003, T1059.005, T1105, T1003.002, T1055.001","Trellix,Trellix Endpoint,HX,helixhxrule,malware,av,koadic,Command and Control,Ingress Tool Transfer,T1105,Credential Access,OS Credential Dumping,T1003,Security Account Manager,T1003.002,Defense Evasion,System Binary Proxy Execution,T1218,Execution,Scripting,T1064,Privilege Escalation,Process Injection,T1055,Dynamic-link Library Injection,T1055.001,Command and Scripting Interpreter,T1059,Windows Command Shell,T1059.003,Visual Basic,T1059.005,Lateral Movement,Component Object Model and Distributed COM,T1175,md-info",Installation,Suspicious,Evil,"T1105,T1003,T1003.002,T1218,T1064,T1055,T1055.001,T1059,T1059.003,T1059.005,T1175",class=fireeye_hx_alert eventlog=mal virus:/koadic/ NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3717,"Command and Control,Credential Access,Defense Evasion,Execution,Privilege Escalation,Lateral Movement",High,Medium,0,NA,NA,Endpoint,Windows,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.3,2.3.3,
1.1.3718,Vendor - Trellix,internal,3f549912-775b-4c92-8916-1b5d68c0519f,TRELLIX ENDPOINT HX [Possible PowerSploit Activity],"PowerSploit is an open source, offensive security framework comprised of PowerShell modules and scripts that perform a wide range of tasks related to penetration testing such as code execution, persistence, bypassing anti-virus, recon, and exfiltration. This is associated with mitre att&ck techniques(s): T1059.001, T1087.001, T1547.001, T1547.005, T1543.003, T1005, T1574","Trellix,Trellix Endpoint,HX,helixhxrule,malware,av,powersploit,Collection,Data from Local System,T1005,Defense Evasion,Persistence,Privilege Escalation,Hijack Execution Flow,T1574,Discovery,Account Discovery,T1087,Local Account,T1087.001,Execution,Command and Scripting Interpreter,T1059,PowerShell,T1059.001,Boot or Logon Autostart Execution,T1547,Registry Run Keys / Startup Folder,T1547.001,Security Support Provider,T1547.005,Create or Modify System Process,T1543,Windows Service,T1543.003,md-info",Installation,Suspicious,Evil,"T1005,T1574,T1087,T1087.001,T1059,T1059.001,T1547,T1547.001,T1547.005,T1543,T1543.003",class=fireeye_hx_alert eventlog=mal virus:/powersploit/ NOT srcipv4:$exclusions.global.srcipv4,"agentid,malwaretype,virus",FALSE,FALSE,FALSE,TRUE,ON,2,High,##########,##########,NA,FALSE,NA,NA,NA,NA,https://apps.fireeye.com/helix/id/hexzbh476/rules/1.1.3718,"Collection,Defense Evasion,Persistence,Privilege Escalation,Discovery,Execution",High,Medium,0,NA,NA,Endpoint,NA,NA,Malware,3rd party,Standalone proxy rule,,,,Passthrough: Trellix HX,2.1.5,2.2.3,2.3.3,
